Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
RapidGenomics_F205_GOT_125402_P002_WE07_i5-502_i7-44_S2662_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE07_i5-502_i7-44_S2662_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3110703.0	0.0	151.0	36.0	90.62187297081675	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WE07_i5-502_i7-44_S2662_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE07_i5-502_i7-44_S2662_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3110703.0	0.0	151.0	36.0	91.52359649930055	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE08_i5-502_i7-4_S2663_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE08_i5-502_i7-4_S2663_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1269993.0	0.0	151.0	45.0	93.75699299555397	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE08_i5-502_i7-4_S2663_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE08_i5-502_i7-4_S2663_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1269993.0	0.0	151.0	45.0	94.22447964282082	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE09_i5-502_i7-24_S2664_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE09_i5-502_i7-24_S2664_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1219261.0	0.0	151.0	36.0	92.27787306899114	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE09_i5-502_i7-24_S2664_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE09_i5-502_i7-24_S2664_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1219261.0	0.0	151.0	36.0	92.70506543490839	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WE10_i5-502_i7-61_S2665_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE10_i5-502_i7-61_S2665_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1052757.0	0.0	151.0	38.0	92.54412821970328	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WE10_i5-502_i7-61_S2665_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE10_i5-502_i7-61_S2665_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1052757.0	0.0	151.0	38.0	93.89232295449563	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE11_i5-502_i7-13_S2666_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE11_i5-502_i7-13_S2666_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3213364.0	0.0	151.0	45.0	92.51884804942407	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE11_i5-502_i7-13_S2666_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE11_i5-502_i7-13_S2666_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3213364.0	0.0	151.0	45.0	92.87037079085808	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE12_i5-502_i7-76_S2667_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE12_i5-502_i7-76_S2667_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3415636.0	0.0	151.0	46.0	92.09625371981738	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE12_i5-502_i7-76_S2667_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE12_i5-502_i7-76_S2667_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3415636.0	0.0	151.0	46.0	92.50634310705183	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WF01_i5-502_i7-28_S2668_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF01_i5-502_i7-28_S2668_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4323023.0	0.0	151.0	46.0	90.93278563114879	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P002_WF01_i5-502_i7-28_S2668_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF01_i5-502_i7-28_S2668_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4323023.0	0.0	151.0	46.0	91.84058563903965	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P002_WF02_i5-502_i7-78_S2669_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF02_i5-502_i7-78_S2669_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2081435.0	0.0	151.0	37.0	90.66583796923689	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF02_i5-502_i7-78_S2669_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF02_i5-502_i7-78_S2669_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2081435.0	0.0	151.0	37.0	91.40020860671787	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WF03_i5-502_i7-79_S2670_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF03_i5-502_i7-79_S2670_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1848343.0	0.0	151.0	39.0	91.25652206628362	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF03_i5-502_i7-79_S2670_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF03_i5-502_i7-79_S2670_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1848343.0	0.0	151.0	39.0	92.52307369108628	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF04_i5-502_i7-45_S2671_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF04_i5-502_i7-45_S2671_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1422400.0	0.0	151.0	39.0	90.9705964464853	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF04_i5-502_i7-45_S2671_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF04_i5-502_i7-45_S2671_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1422400.0	0.0	151.0	39.0	92.06223440958404	151.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF05_i5-502_i7-92_S2672_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF05_i5-502_i7-92_S2672_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2400907.0	0.0	151.0	41.0	93.35952254199181	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P002_WF05_i5-502_i7-92_S2672_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF05_i5-502_i7-92_S2672_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2400907.0	0.0	151.0	41.0	94.03803176606289	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P002_WF06_i5-502_i7-60_S2673_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF06_i5-502_i7-60_S2673_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1740970.0	0.0	151.0	41.0	90.67329373624656	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF06_i5-502_i7-60_S2673_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF06_i5-502_i7-60_S2673_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1740970.0	0.0	151.0	42.0	93.0104194819854	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF07_i5-502_i7-33_S2674_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF07_i5-502_i7-33_S2674_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2373544.0	0.0	151.0	36.0	90.96657336684538	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF07_i5-502_i7-33_S2674_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF07_i5-502_i7-33_S2674_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2373544.0	0.0	151.0	36.0	91.9528009226599	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF08_i5-502_i7-53_S2675_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF08_i5-502_i7-53_S2675_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1121984.0	0.0	151.0	46.0	94.0765783260646	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WF08_i5-502_i7-53_S2675_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF08_i5-502_i7-53_S2675_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1121984.0	0.0	151.0	46.0	94.392856186683	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WF09_i5-502_i7-46_S2676_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF09_i5-502_i7-46_S2676_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1104562.0	0.0	151.0	41.0	94.34479583771534	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WF09_i5-502_i7-46_S2676_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF09_i5-502_i7-46_S2676_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1104562.0	0.0	151.0	41.0	94.65275126216336	151.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF10_i5-502_i7-26_S2677_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF10_i5-502_i7-26_S2677_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1385278.0	0.0	151.0	40.0	90.04667670108415	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WF10_i5-502_i7-26_S2677_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF10_i5-502_i7-26_S2677_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1385278.0	0.0	151.0	40.0	90.66548232125503	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WF11_i5-502_i7-51_S2678_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF11_i5-502_i7-51_S2678_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2391461.0	0.0	151.0	35.0	88.15317594883244	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WF11_i5-502_i7-51_S2678_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF11_i5-502_i7-51_S2678_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2391461.0	0.0	151.0	35.0	88.75125092387735	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF12_i5-502_i7-66_S2679_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WF12_i5-502_i7-66_S2679_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3256929.0	0.0	151.0	35.0	88.7319201811991	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WF12_i5-502_i7-66_S2679_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WF12_i5-502_i7-66_S2679_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3256929.0	0.0	151.0	35.0	89.44343246862294	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WG01_i5-502_i7-84_S2680_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG01_i5-502_i7-84_S2680_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6806.0	0.0	151.0	40.0	94.00528945048487	151.0	pass	pass	fail	pass	pass	pass	pass	pass	pass	fail	warn
RapidGenomics_F205_GOT_125402_P002_WG01_i5-502_i7-84_S2680_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG01_i5-502_i7-84_S2680_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6806.0	0.0	151.0	40.0	96.31207757860712	151.0	pass	pass	fail	pass	pass	warn	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P002_WG02_i5-502_i7-12_S2681_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG02_i5-502_i7-12_S2681_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6263881.0	0.0	151.0	40.0	84.11714437091263	151.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	fail	fail
RapidGenomics_F205_GOT_125402_P002_WG02_i5-502_i7-12_S2681_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG02_i5-502_i7-12_S2681_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6263881.0	0.0	151.0	40.0	86.81719062692883	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	fail
RapidGenomics_F205_GOT_125402_P002_WG03_i5-502_i7-22_S2682_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG03_i5-502_i7-22_S2682_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4847886.0	0.0	151.0	36.0	93.22141483910444	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P002_WG03_i5-502_i7-22_S2682_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG03_i5-502_i7-22_S2682_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4847886.0	0.0	151.0	36.0	94.53136711820036	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P002_WG04_i5-502_i7-10_S2683_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG04_i5-502_i7-10_S2683_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1382686.0	0.0	151.0	40.0	91.40329352286956	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WG04_i5-502_i7-10_S2683_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG04_i5-502_i7-10_S2683_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1382686.0	0.0	151.0	40.0	92.97551400201375	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WG05_i5-502_i7-69_S2684_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG05_i5-502_i7-69_S2684_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2739536.0	0.0	151.0	47.0	92.55914750793383	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WG05_i5-502_i7-69_S2684_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG05_i5-502_i7-69_S2684_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2739536.0	0.0	151.0	47.0	93.45957543247165	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WG06_i5-502_i7-14_S2685_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG06_i5-502_i7-14_S2685_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2448632.0	0.0	151.0	35.0	80.36071144479313	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WG06_i5-502_i7-14_S2685_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG06_i5-502_i7-14_S2685_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2448632.0	0.0	151.0	35.0	83.20317973753356	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WG07_i5-502_i7-18_S2686_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG07_i5-502_i7-18_S2686_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2133285.0	0.0	151.0	36.0	90.35533414202426	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WG07_i5-502_i7-18_S2686_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG07_i5-502_i7-18_S2686_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2133285.0	0.0	151.0	36.0	91.53953720339551	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WG08_i5-502_i7-68_S2687_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG08_i5-502_i7-68_S2687_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2276204.0	0.0	151.0	37.0	83.04719726782783	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WG08_i5-502_i7-68_S2687_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG08_i5-502_i7-68_S2687_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2276204.0	0.0	151.0	37.0	83.7847481898159	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WG09_i5-502_i7-41_S2688_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG09_i5-502_i7-41_S2688_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1475470.0	0.0	151.0	38.0	88.81487928281277	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WG09_i5-502_i7-41_S2688_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG09_i5-502_i7-41_S2688_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1475470.0	0.0	151.0	38.0	89.9894571114737	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WG10_i5-502_i7-37_S2689_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG10_i5-502_i7-37_S2689_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1730136.0	0.0	151.0	37.0	87.67758568301055	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WG10_i5-502_i7-37_S2689_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG10_i5-502_i7-37_S2689_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1730136.0	0.0	151.0	37.0	88.98898523717736	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WG11_i5-502_i7-96_S2690_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG11_i5-502_i7-96_S2690_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2765355.0	0.0	151.0	37.0	86.44060180666736	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WG11_i5-502_i7-96_S2690_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG11_i5-502_i7-96_S2690_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2765355.0	0.0	151.0	37.0	87.18846138983436	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WG12_i5-502_i7-42_S2691_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WG12_i5-502_i7-42_S2691_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2552351.0	0.0	151.0	41.0	90.65373102642037	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P002_WG12_i5-502_i7-42_S2691_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WG12_i5-502_i7-42_S2691_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2552351.0	0.0	151.0	41.0	92.10830213033272	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P002_WH01_i5-502_i7-11_S2692_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH01_i5-502_i7-11_S2692_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5987875.0	0.0	151.0	48.0	69.32439534257873	151.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail
RapidGenomics_F205_GOT_125402_P002_WH01_i5-502_i7-11_S2692_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH01_i5-502_i7-11_S2692_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5987875.0	0.0	151.0	49.0	83.38473081464728	151.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail
RapidGenomics_F205_GOT_125402_P002_WH02_i5-502_i7-32_S2693_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH02_i5-502_i7-32_S2693_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2198649.0	0.0	151.0	39.0	89.90400995281014	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WH02_i5-502_i7-32_S2693_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH02_i5-502_i7-32_S2693_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2198649.0	0.0	151.0	39.0	90.81662915300917	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH03_i5-502_i7-88_S2694_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH03_i5-502_i7-88_S2694_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3677520.0	0.0	151.0	39.0	90.25219691783836	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P002_WH03_i5-502_i7-88_S2694_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH03_i5-502_i7-88_S2694_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3677520.0	0.0	151.0	39.0	90.77763895735373	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P002_WH04_i5-502_i7-73_S2695_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH04_i5-502_i7-73_S2695_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2108847.0	0.0	151.0	39.0	86.52146461449664	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WH04_i5-502_i7-73_S2695_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH04_i5-502_i7-73_S2695_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2108847.0	0.0	151.0	39.0	90.3266721276066	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WH05_i5-502_i7-15_S2696_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH05_i5-502_i7-15_S2696_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2360926.0	0.0	151.0	40.0	92.91345729277882	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WH05_i5-502_i7-15_S2696_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH05_i5-502_i7-15_S2696_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2360926.0	0.0	151.0	40.0	93.81151787577514	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH06_i5-502_i7-49_S2697_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH06_i5-502_i7-49_S2697_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1597330.0	0.0	151.0	36.0	92.44196012625477	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WH06_i5-502_i7-49_S2697_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH06_i5-502_i7-49_S2697_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1597330.0	0.0	151.0	36.0	93.14823451526671	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH07_i5-502_i7-1_S2698_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH07_i5-502_i7-1_S2698_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3887878.0	0.0	151.0	38.0	90.05565426244564	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WH07_i5-502_i7-1_S2698_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH07_i5-502_i7-1_S2698_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3887878.0	0.0	151.0	38.0	90.91476585964955	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
