P001_WA03_00146 	Cyperaceae;Carex; 	Cyperaceae;Carex	Orobanchaceae;Bartsia; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WD08_00010 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus; 	Fabaceae;Astragalus;
P002_WD09_00009 	Plumbaginaceae;Armeria; 	Plumbaginaceae;Limonium	Polygonaceae;Persicaria; 	Polygonaceae;Bistorta; 	Polygonaceae;Polygonum; 	Polygonaceae;Bistorta;
P002_WD09_00010 	Plumbaginaceae;Armeria; 	Plumbaginaceae;Limonium	Polygonaceae;Persicaria; 	Polygonaceae;Bistorta; 	Polygonaceae;Polygonum; 	Polygonaceae;Rumex;
P002_WD10_00011 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P002_WD10_00015 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P002_WD11_00096 	Poaceae;Hierochloe; 	Poaceae;Hierochloe	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P002_WD12_00111 	Polygonaceae;Rumex; 	Polygonaceae;Rheum	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Polygonaceae;Bistorta;
P002_WD12_00112 	Polygonaceae;Rumex; 	Polygonaceae;Rheum	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Polygonaceae;Bistorta;
P002_WE01_00004 	Asteraceae;Centaurea; 	Asteraceae;Rhaponticum	Poaceae;Calamagrostis; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium; 	Asteraceae;Saussurea;
P002_WE01_00006 	Asteraceae;Centaurea; 	Asteraceae;Carthamus	Poaceae;Calamagrostis; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium; 	Asteraceae;Saussurea;
P002_WE02_00114 	Plantaginaceae;Plantago; 	Plantaginaceae;Plantago	Plantaginaceae;Veronica; 	Fabaceae;Hedysarum; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P002_WE02_00115 	Plantaginaceae;Plantago; 	Plantaginaceae;Plantago	Plantaginaceae;Veronica; 	Fabaceae;Hedysarum; 	Ericaceae;Harrimanella; 	Ericaceae;Empetrum;
P002_WE03_00004 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus; 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus;
P002_WE04_00038 	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone	Ranunculaceae;Anemone; 	Ranunculaceae;Pulsatilla; 	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex;
P002_WE04_00039 	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone	Ranunculaceae;Anemone; 	Ranunculaceae;Pulsatilla; 	Crassulaceae;Sempervivum; 	Cyperaceae;Carex;
P002_WE05_00019 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Asteraceae;Gnaphalium; 	Campanulaceae;Campanula;
P002_WE05_00020 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Crassulaceae;Sedum; 	Campanulaceae;Campanula;
P002_WE06_00092 	Caprifoliaceae;Patrinia; 	Caprifoliaceae;Patrinia	Caprifoliaceae;Scabiosa; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WE06_00093 	Caprifoliaceae;Patrinia; 	Caprifoliaceae;Patrinia	Caprifoliaceae;Scabiosa; 	Campanulaceae;Campanula; 	Crassulaceae;Sedum; 	Campanulaceae;Campanula;
P002_WE07_00071 	Rosaceae;Spiraea; 	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia;
P002_WE07_00072 	Rosaceae;Spiraea; 	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Minuartia; 	Ranunculaceae;Ranunculus;
P002_WE07_00224 	Rosaceae;Spiraea; 	Rosaceae;Spiraea	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P002_WE07_00225 	Rosaceae;Spiraea; 	Rosaceae;Spiraea	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P002_WE08_00033 	Poaceae;Alopecurus; 	Poaceae;Alopecurus	Poaceae;Alopecurus; 	Poaceae;Alopecurus; 	Poaceae;Phleum; 	Poaceae;Arctagrostis;
P002_WE08_00034 	Poaceae;Alopecurus; 	Poaceae;Alopecurus	Poaceae;Alopecurus; 	Poaceae;Alopecurus; 	Poaceae;Arctagrostis; 	Poaceae;Poa;
P002_WE09_00117 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Cyperaceae;Carex;
P002_WE09_00118 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P002_WE10_00104 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P002_WE10_00105 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P002_WE11_00111 	Poaceae;Alopecurus; 	Poaceae;Alopecurus	Poaceae;Alopecurus; 	Poaceae;Alopecurus; 	Poaceae;Phleum; 	Poaceae;Arctagrostis;
P002_WE11_00112 	Poaceae;Alopecurus; 	Poaceae;Alopecurus	Poaceae;Alopecurus; 	Poaceae;Alopecurus; 	Poaceae;Arctagrostis; 	Poaceae;Poa;
P002_WE12_00031 	Poaceae;Arctophila; 	Poaceae;Cinna	Poaceae;Dupontia; 	Poaceae;Phleum; 	Poaceae;Arctagrostis; 	Poaceae;Poa;
P002_WE12_00032 	Poaceae;Arctophila; 	Poaceae;Cinna	Poaceae;Dupontia; 	Poaceae;Arctagrostis; 	Poaceae;Poa; 	Poaceae;Poa;
P002_WF01_00222 	Poaceae;Calamagrostis; 	Poaceae;Gastridium	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P002_WF01_00223 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P002_WF01_00232 	Poaceae;Calamagrostis; 	Asteraceae;Rhaponticum	Poaceae;Calamagrostis; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium; 	Asteraceae;Saussurea;
P002_WF01_00233 	Poaceae;Calamagrostis; 	Asteraceae;Carthamus	Poaceae;Calamagrostis; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium; 	Asteraceae;Saussurea;
P002_WF02_00116 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica	Fabaceae;Hedysarum; 	Plantaginaceae;Plantago; 	Asteraceae;Scorzonera; 	Asteraceae;Solidago;
P002_WF02_00117 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica	Fabaceae;Hedysarum; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium;
P002_WF03_00102 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene;
P002_WF03_00103 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Rosaceae;Spiraea; 	Caryophyllaceae;Minuartia;
P002_WF04_00065 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis;
P002_WF04_00066 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Onagraceae;Epilobium; 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis;
P002_WF05_00121 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WF05_00122 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WF06_00143 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron	Ericaceae;Phyllodoce; 	Ericaceae;Empetrum; 	Ericaceae;Rhododendron; 	Ericaceae;Harrimanella;
P002_WF06_00144 	Ericaceae;Phyllodoce; 	Ericaceae;Gaultheria	Ericaceae;Harrimanella; 	Ericaceae;Phyllodoce; 	Ericaceae;Empetrum; 	Ericaceae;Vaccinium;
P002_WF07_00112 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Colobanthus	Rosaceae;Spiraea; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia;
P002_WF07_00114 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Minuartia; 	Ranunculaceae;Ranunculus;
P002_WF08_00091 	Poaceae;Dupontia; 	Poaceae;Cinna	Poaceae;Arctophila; 	Poaceae;Phleum; 	Poaceae;Arctagrostis; 	Poaceae;Poa;
P002_WF08_00092 	Poaceae;Dupontia; 	Poaceae;Cinna	Poaceae;Dupontia; 	Poaceae;Arctagrostis; 	Poaceae;Poa; 	Poaceae;Poa;
P002_WF09_00129 	Ericaceae;Pyrola; 	Ericaceae;Pyrola	Ericaceae;Pyrola; 	Ericaceae;Pieris; 	Ericaceae;Empetrum; 	Ericaceae;Vaccinium;
P002_WF10_00099 	Rosaceae;Potentilla; 	Rosaceae;Potentilla	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla;
P002_WF10_00100 	Rosaceae;Potentilla; 	Rosaceae;Potentilla	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla;
P002_WF12_00084 	Cyperaceae;Carex; 	Cyperaceae;Carex	Orobanchaceae;Bartsia; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WF12_00086 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WG02_00031 	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum	Fabaceae;Hedysarum; 	Fabaceae;Astragalus; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus;
P002_WG02_00032 	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum	Fabaceae;Hedysarum; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus; 	Fabaceae;Oxytropis;
P002_WG02_00125 	Fabaceae;Hedysarum; 	Plantaginaceae;Veronica	Fabaceae;Hedysarum; 	Plantaginaceae;Plantago; 	Asteraceae;Scorzonera; 	Asteraceae;Solidago;
P002_WG02_00126 	Fabaceae;Hedysarum; 	Plantaginaceae;Veronica	Fabaceae;Hedysarum; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium;
P002_WG03_00104 	Liliaceae;Fritillaria; 	Liliaceae;Fritillaria	Liliaceae;Gagea; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Juncaceae;Juncus;
P002_WG03_00105 	Liliaceae;Fritillaria; 	Liliaceae;Fritillaria	Liliaceae;Gagea; 	Cyperaceae;Carex; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WG04_00027 	Rosaceae;Alchemilla; 	Rosaceae;Alchemilla	Rosaceae;Potentilla; 	Rosaceae;Sibbaldia; 	Rosaceae;Rubus; 	Rosaceae;Potentilla;
P002_WG04_00029 	Rosaceae;Alchemilla; 	Rosaceae;Alchemilla	Rosaceae;Sibbaldia; 	Rosaceae;Potentilla; 	Rosaceae;Rubus; 	Rosaceae;Sieversia;
P002_WG05_00061 	Poaceae;Calamagrostis; 	Poaceae;Gastridium	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P002_WG05_00062 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P002_WG06_00128 	Juncaceae;Juncus; 	Juncaceae;Juncus	Juncaceae;Juncus; 	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum;
P002_WG06_00129 	Juncaceae;Juncus; 	Juncaceae;Juncus	Juncaceae;Juncus; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P002_WG07_00077 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WG07_00079 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WG08_00052 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum;
P002_WG08_00053 	Cyperaceae;Eriophorum; 	Cyperaceae;Eleocharis	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum;
P002_WG09_00024 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P002_WG09_00025 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P002_WG10_00111 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Saxifraga;
P002_WG10_00113 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Brassicaceae;Draba; 	Saxifragaceae;Chrysosplenium;
P002_WG11_00106 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P002_WG11_00107 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P002_WG12_00106 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P002_WG12_00107 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P002_WH01_00119 	Ranunculaceae;Pulsatilla; 	Ranunculaceae;Anemone	Crassulaceae;Sempervivum; 	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone; 	Ranunculaceae;Trollius;
P002_WH01_00121 	Ranunculaceae;Pulsatilla; 	Ranunculaceae;Anemone	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone; 	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex;
P002_WH02_00013 	Crassulaceae;Sempervivum; 	Crassulaceae;Sempervivum	Crassulaceae;Sedum; 	Crassulaceae;Rhodiola; 	Crassulaceae;Sedum; 	Asteraceae;Artemisia;
P002_WH02_00014 	Crassulaceae;Sempervivum; 	Crassulaceae;Sempervivum	Crassulaceae;Sedum; 	Crassulaceae;Sedum; 	Crassulaceae;Rhodiola; 	Saxifragaceae;Chrysosplenium;
P002_WH02_00077 	Crassulaceae;Sempervivum; 	Ranunculaceae;Anemone	Crassulaceae;Sempervivum; 	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone; 	Ranunculaceae;Trollius;
P002_WH03_00104 	Rubiaceae;Galium; 	Rubiaceae;Galium	Rubiaceae;Galium; 	Rubiaceae;Cruciata; 	Plantaginaceae;Plantago; 	Asteraceae;Petasites;
P002_WH03_00105 	Rubiaceae;Galium; 	Rubiaceae;Galium	Rubiaceae;Galium; 	Rubiaceae;Cruciata; 	Crassulaceae;Sedum; 	Orobanchaceae;Bartsia;
P002_WH04_00004 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Bupleurum; 	Apiaceae;Peucedanum; 	Apiaceae;Seseli; 	Apiaceae;Ligusticum;
P002_WH04_00006 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Bupleurum; 	Apiaceae;Seseli; 	Apiaceae;Ligusticum; 	Apiaceae;Chaerophyllum;
P002_WH05_00115 	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone	Ranunculaceae;Anemone; 	Ranunculaceae;Pulsatilla; 	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex;
P002_WH05_00116 	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone	Ranunculaceae;Anemone; 	Ranunculaceae;Pulsatilla; 	Crassulaceae;Sempervivum; 	Ranunculaceae;Trollius;
P002_WH06_00122 	Asteraceae;Artemisia; 	Asteraceae;Artemisia	Asteraceae;Matricaria; 	Asteraceae;Achillea; 	Asteraceae;Anthemis; 	Asteraceae;Leucanthemum;
P002_WH06_00124 	Asteraceae;Artemisia; 	Asteraceae;Artemisia	Asteraceae;Leucanthemum; 	Asteraceae;Matricaria; 	Asteraceae;Anthemis; 	Asteraceae;Achillea;
P002_WH07_00010 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P002_WH07_00011 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P002_WH08_00054 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WH08_00055 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WH09_00030 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WH09_00031 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WH10_00013 	Poaceae;Arctagrostis; 	Poaceae;Cinna	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P002_WH10_00014 	Poaceae;Arctagrostis; 	Poaceae;Arctagrostis	Poaceae;Phleum; 	Poaceae;Arctophila; 	Poaceae;Alopecurus; 	Poaceae;Poa;
P002_WH11_00087 	Brassicaceae;Draba; 	Brassicaceae;Draba	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Cochlearia; 	Brassicaceae;Cardamine;
P002_WH11_00089 	Brassicaceae;Draba; 	Brassicaceae;Draba	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Cardamine; 	Brassicaceae;Cardamine;
P002_WH12_00051 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Onagraceae;Epilobium;
P002_WH12_00052 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Onagraceae;Epilobium;
P002_WH12_00053 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis;
P003_WA01_00063 	Rosaceae;Potentilla; 	Rosaceae;Dasiphora	Rosaceae;Alchemilla; 	Rosaceae;Sibbaldia; 	Rosaceae;Rubus; 	Rosaceae;Sieversia;
P003_WA01_00064 	Rosaceae;Potentilla; 	Rosaceae;Potaninia	Rosaceae;Sibbaldia; 	Rosaceae;Rubus; 	Rosaceae;Alchemilla; 	Rosaceae;Potentilla;
P003_WA02_00130 	Poaceae;Poa; 	Poaceae;Poa	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P003_WA02_00131 	Poaceae;Poa; 	Poaceae;Poa	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P003_WA03_00003 	Polygonaceae;Bistorta; 	Polygonaceae;Bistorta	Polygonaceae;Bistorta; 	Polygonaceae;Polygonum; 	Polygonaceae;Bistorta; 	Polygonaceae;Oxyria;
P003_WA03_00004 	Polygonaceae;Bistorta; 	Polygonaceae;Bistorta	Polygonaceae;Bistorta; 	Polygonaceae;Polygonum; 	Polygonaceae;Bistorta; 	Polygonaceae;Rumex;
P003_WA04_00116 	Crassulaceae;Sedum; 	Crassulaceae;Graptopetalum	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Crassulaceae;Rhodiola; 	Betulaceae;Betula;
P003_WA04_00117 	Crassulaceae;Sedum; 	Crassulaceae;Pachyphytum	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Crassulaceae;Rhodiola; 	Saxifragaceae;Chrysosplenium;
P003_WA06_00038 	Poaceae;Festuca; 	Poaceae;Festuca	Cyperaceae;Carex; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P003_WA06_00039 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P003_WA07_00051 	Cyperaceae;Carex; 	Poaceae;Festuca	Cyperaceae;Carex; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P003_WA07_00094 	Cyperaceae;Carex; 	Cyperaceae;Carex	Orobanchaceae;Bartsia; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WA07_00095 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WA08_00044 	Asteraceae;Senecio; 	Asteraceae;Dendrosenecio	Asteraceae;Solidago; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P003_WA08_00045 	Asteraceae;Senecio; 	Asteraceae;Sinosenecio	Asteraceae;Petasites; 	Asteraceae;Solidago; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P003_WA09_00091 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P003_WA09_00092 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P003_WA10_00136 	Gentianaceae;Gentiana; 	Primulaceae;Bryocarpum	Primulaceae;Soldanella; 	Primulaceae;Soldanella; 	Primulaceae;Primula; 	Primulaceae;Primula;
P003_WA10_00137 	Gentianaceae;Gentiana; 	Primulaceae;Bryocarpum	Primulaceae;Soldanella; 	Primulaceae;Soldanella; 	Primulaceae;Primula; 	Primulaceae;Primula;
P003_WA10_00187 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P003_WA10_00188 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P003_WA11_00117 	Primulaceae;Soldanella; 	Primulaceae;Bryocarpum	Primulaceae;Soldanella; 	Primulaceae;Soldanella; 	Primulaceae;Primula; 	Primulaceae;Primula;
P003_WA11_00118 	Primulaceae;Soldanella; 	Primulaceae;Bryocarpum	Primulaceae;Soldanella; 	Primulaceae;Soldanella; 	Primulaceae;Primula; 	Primulaceae;Primula;
P003_WB01_00024 	Asteraceae;Solidago; 	Asteraceae;Dendrosenecio	Asteraceae;Senecio; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P003_WB01_00025 	Asteraceae;Solidago; 	Asteraceae;Senecio	Asteraceae;Petasites; 	Asteraceae;Senecio; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P003_WB02_00096 	Rubiaceae;Galium; 	Rubiaceae;Galium	Rubiaceae;Galium; 	Rubiaceae;Cruciata; 	Crassulaceae;Sedum; 	Ericaceae;Harrimanella;
P003_WB02_00097 	Rubiaceae;Galium; 	Rubiaceae;Galium	Rubiaceae;Galium; 	Rubiaceae;Cruciata; 	Plantaginaceae;Veronica; 	Fabaceae;Hedysarum;
P003_WB03_00058 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P003_WB03_00059 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P003_WB04_00003 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum;
P003_WB04_00004 	Cyperaceae;Eriophorum; 	Cyperaceae;Eleocharis	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
